5.335145452148493561e+00,1.038441439904380204e+01
3.954522975915743199e+00,9.571036726684809537e+00
7.530141890102271418e+00,1.357697107456274743e+01
9.570173054692510561e+00,1.419764591385399832e+01
1.608639043539013436e+00,7.071197142889841913e+00
4.302749048354344019e+00,9.040640925456214561e+00
-8.732687768509617143e-02,6.454201104081129792e+00
7.107769686272921383e+00,1.021756404791324968e+01
5.569106338820000168e+00,9.185170870126913911e+00
3.886045175133127749e+00,1.008533028928093422e+01
1.023490345752319186e+01,1.458709833055678651e+01
7.517448209805375647e+00,1.301362933565983759e+01
8.117955667884604765e+00,1.369627742516907709e+01
4.074339771825870926e+00,8.412891840364423501e+00
6.945211331107881136e+00,1.253656316570979712e+01
8.259241656443343516e+00,1.368701425605902600e+01
8.264464886014824430e+00,1.378282580981299255e+01
7.617799935247170140e+00,1.196909018901255806e+01
3.324048822942246240e+00,8.451082486796423154e+00
5.313251305918928580e+00,9.720510475662669236e+00
2.162204763721765843e+00,6.197010397006600613e+00
4.121413179588573783e+00,1.002101287292791199e+01
4.918525912095490504e+00,9.439068024912620203e+00
1.644164562493500181e+00,5.774552007629009331e+00
2.034816550494528364e+00,7.232831025663339908e+00
4.011252331792758419e+00,8.584788419548889493e+00
1.653459530237853858e+00,6.164323204833777048e+00
5.714031962710669710e+00,9.882616403378840175e+00
8.825123131493233686e+00,1.477006249365234680e+01
6.996736995391688474e+00,1.220536175023572945e+01
2.943560858845583716e+00,8.703410118313989585e+00
-3.134204599222090160e-01,5.092327821631000617e+00
3.522669450599937413e+00,1.070337309857771224e+01
7.677733529430082804e+00,1.338497433797155090e+01
-1.594698938773300156e-01,5.751152351765250970e+00
4.324317094727947897e+00,1.013295309265937050e+01
3.850861091924213220e+00,7.476819005131305929e+00
3.297830257219688477e+00,8.266488082697488693e+00
1.199542039621996681e+00,7.963123655828029612e+00
7.860890319467378262e+00,1.183734688774931065e+01
3.713325098342278974e+00,9.288372532389825409e+00
6.271146944723460237e+00,1.161606007902319071e+01
3.812744252338224893e+00,8.008825630142011320e+00
3.828351156003057199e+00,9.458943594799388066e+00
9.025640215683228718e+00,1.342480018400608444e+01
2.865165135904157445e-01,5.074778340212684924e+00
6.010262228357609260e+00,1.041426417211278910e+01
1.355808007352445888e+00,6.945401969505281770e+00
3.212183952843046253e+00,1.014654363499953149e+01
5.709285642852411691e+00,1.001379247338437395e+01
2.761776967078746203e+00,8.582480587757462587e+00
1.568304427229157305e+00,6.266235786810296915e+00
2.768684076089255264e+00,8.188632293723880906e+00
6.749413121307485497e+00,1.138691641653127107e+01
6.398514935779449964e+00,9.937232833135208665e+00
4.220134359358956644e+00,1.034809863522379558e+01
5.029492322701574203e+00,1.020086549129381481e+01
3.668331890325856603e-01,5.479106022651131447e+00
7.449196751908188752e+00,1.193126536958028083e+01
1.226422958897099402e+00,6.212366195137175140e+00
8.854127363052265665e+00,1.458618392320235202e+01
4.282866586861453051e+00,9.598020657255377230e+00
4.957204456402728887e+00,9.574094734621843017e+00
8.310863658617359206e+00,1.373139315023363949e+01
1.536431918763750959e-01,6.126105176910278338e+00
1.771741776102006005e+00,7.698940601452753718e+00
4.422962206263355789e+00,9.521163182794094126e+00
2.966938242708013096e+00,7.266684731783811024e+00
6.752292135555828523e+00,1.061936610172518591e+01
3.009401129786815066e+00,7.609179699572968580e+00
9.094366006247318168e+00,1.402630640235906512e+01
3.395315091888731374e+00,8.288666259587351703e+00
9.823665607596959504e+00,1.356728925672148733e+01
5.798418637194258096e+00,1.176465164906803906e+01
3.745933558444453748e+00,8.316489259456131933e+00
8.419593922102864170e+00,1.230209231043735585e+01
9.745826963361801987e+00,1.457816084190379158e+01
3.684059024958895812e+00,6.994623141652907883e+00
6.944894094265969819e-01,5.562633696849786702e+00
1.432671859708627426e+00,8.413394307087479262e+00
9.076466400827815306e+00,1.485191541040991758e+01
-5.462897406193654160e-01,6.031584352791518278e+00
4.865568446197157115e+00,1.048486642397422841e+01
7.095145939529261980e+00,1.243288406285894254e+01
5.501470314449752763e+00,1.119537690238993122e+01
2.985177308718650391e+00,8.975913958208536769e+00
1.018364185101325603e+01,1.470341498734413932e+01
4.173564475538010798e-01,5.925893941071907811e+00
2.173367033614829857e+00,7.537275140108334881e+00
5.897292200055907152e+00,1.093002226065463489e+01
8.867860782835464306e+00,1.236555925387877330e+01
3.200718865276668268e-01,5.483275681844851590e+00
5.787192925245991937e+00,1.266053293168971194e+01
8.512467496493965058e+00,1.134116994402067036e+01
3.396623284366213635e+00,8.589367119710150433e+00
9.066006555675848233e+00,1.494259125598404303e+01
7.047244136314652074e+00,1.226478888685408464e+01
9.023534932949878851e+00,1.287609738964074424e+01
8.842428003545277360e-02,5.873997735349687943e+00
2.659435073371533953e+00,7.745702485000560245e+00
8.734328223041892159e+00,1.256106281439834405e+01
6.371699498166018216e+00,1.297938162234213344e+01
3.987541608332845655e+00,7.868576418446116882e+00
4.493441472492076372e+00,1.066764714439996276e+01
2.410668156030632225e+00,8.633433275472778945e+00
4.553695294158925932e+00,1.011343095903263389e+01
4.303809373825227880e+00,9.099058920836423425e+00
-1.203429690383689410e-02,5.154049856268666296e+00
5.385502664474100420e+00,1.050989156696387461e+01
4.401740072869793963e+00,1.008259248734113278e+01
6.612465227234841869e+00,9.477086752755221610e+00
5.281782420387299837e+00,1.012947098616182018e+01
2.535313392677820854e+00,8.509168249882995028e+00
7.603648296588786160e+00,1.246784859556624525e+01
4.296833071602328857e+00,1.044389593307792907e+01
4.536854223885326221e+00,9.808898157310524724e+00
8.421676582268302624e+00,1.192700568376435122e+01
2.548724072855815592e+00,7.539227189412275543e+00
4.288415200029803032e+00,9.377964616812537457e+00
3.433858357867691335e+00,7.439790565582913295e+00
3.873119393940239519e+00,9.695809469908107658e+00
3.746624061582973120e+00,7.702594790845102679e+00
5.192732187284451406e+00,9.350871067182055185e+00
1.111105849645508137e+01,1.485729637178637397e+01
8.750347306369699041e+00,1.312656634799241928e+01
8.491186517625507690e+00,1.347615698478722202e+01
8.342507051425204878e+00,1.247903143781365287e+01
9.780474639955257787e-01,5.431461044959066342e+00
5.188305174127748387e+00,1.062884070725928609e+01
3.095683560293136072e+00,6.738184033330431255e+00
6.223851962954036754e-01,5.629243660199803934e+00
-3.609955659391319571e-01,5.576310998524736107e+00
8.216467719782462709e+00,1.302987968525437168e+01
1.956055463653155968e+00,7.011428982637656127e+00
3.071423072598097104e+00,7.702127090977342938e+00
7.109569427102050199e+00,1.333511986496920798e+01
4.340807403153387867e+00,9.286266681971664383e+00
4.173275998926581742e+00,9.215248233614417472e+00
7.277890963696469484e+00,1.324349037144709307e+01
6.610220526080979653e+00,1.124062923661357516e+01
